row	occurrence_error	id	institutionID	datasetID	institutionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
352	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:20354c50a6ae82dbbe93dcc08b4b467e	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:20354c50a6ae82dbbe93dcc08b4b467e	154	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae_B|Strobilidiidae_B_X|Strobilidiidae_B_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:20354c50a6ae82dbbe93dcc08b4b467e	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
391	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:2937ae9676c4f2d847ab06030271d93c	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:2937ae9676c4f2d847ab06030271d93c	105	DNA sequence reads	By data provider: Hacrobia|Cryptophyta|Cryptophyceae|Cryptophyceae_X|Basal_Cryptophyceae-1|Basal_Cryptophyceae-1_X|Basal_Cryptophyceae-1_X_sp.||; By ASV portal: Cryptista|Cryptophyta|Cryptophyceae|Cryptophyceae_X|Basal_Cryptophyceae-1|Basal_Cryptophyceae-1_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2937ae9676c4f2d847ab06030271d93c	Basal_Cryptophyceae-1_X	Cryptophyceae_X	Cryptophyceae	Basal_Cryptophyceae-1	Basal_Cryptophyceae-1_X			genus	Domain = 'Eukaryota'
436	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:2adeb28d4429fece89b3f0f2701b83bf	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:2adeb28d4429fece89b3f0f2701b83bf	6	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|Pedinellales_X_sp.||; By ASV portal: TSAR|Stramenopiles|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2adeb28d4429fece89b3f0f2701b83bf	Pedinellales_X	Dictyochophyceae_X	Dictyochophyceae	Pedinellales	Pedinellales_X			genus	Domain = 'Eukaryota'
552	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:2b74086a8ead1f6e0f92c5935b85a710	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:2b74086a8ead1f6e0f92c5935b85a710	2	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Imbricatea|Filosa-Imbricatea_X|Novel-clade-2|Novel-clade-2_X|||; By ASV portal: TSAR|Rhizaria|Filosa-Imbricatea|Filosa-Imbricatea_X|Novel-clade-2|Novel-clade-2_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2b74086a8ead1f6e0f92c5935b85a710	Novel-clade-2_X	Filosa-Imbricatea_X	Filosa-Imbricatea	Novel-clade-2	Novel-clade-2_X			genus	Domain = 'Eukaryota'
506	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:2c783f2d8aa5969bce59f00c97c0e5dd	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:2c783f2d8aa5969bce59f00c97c0e5dd	32	DNA sequence reads	By data provider: Opisthokonta||||||||; By ASV portal: Obazoa|Opisthokonta|||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.57	ASV:2c783f2d8aa5969bce59f00c97c0e5dd	Opisthokonta							phylum	Domain = 'Eukaryota'
350	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:2faf6cdbea2401538bc13e0b5f615a3d	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:2faf6cdbea2401538bc13e0b5f615a3d	163	DNA sequence reads	By data provider: Hacrobia|Katablepharidophyta|Katablepharidaceae|Katablepharidales|Katablepharidales_X|Katablepharidales_XX|Katablepharidales_XX_sp.||; By ASV portal: Cryptista|Kathablepharidacea|Kathablepharidea|Kathablepharidida|Kathablepharidida_X|Kathablepharidida_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:2faf6cdbea2401538bc13e0b5f615a3d	Kathablepharidida_XX	Kathablepharidida	Kathablepharidea	Kathablepharidida_X	Kathablepharidida_XX			genus	Domain = 'Eukaryota'
380	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:30b7b0688ce17db1437bd4776162a041	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:30b7b0688ce17db1437bd4776162a041	38	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|||; By ASV portal: TSAR|Stramenopiles|Mediophyceae|Chaetocerotales|Chaetocerotaceae|Chaetoceros|neogracilis||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy:addSpecies annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:30b7b0688ce17db1437bd4776162a041	Chaetoceros neogracilis	Chaetocerotales	Mediophyceae	Chaetocerotaceae	Chaetoceros	neogracilis		species	Domain = 'Eukaryota'
498	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:3230f09a27308bf1513243ae3e8e80e5	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:3230f09a27308bf1513243ae3e8e80e5	10	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Rotifera|Rotifera_X|Rotifera_XX||||; By ASV portal: Obazoa|Opisthokonta|Rotifera|Rotifera_X|Rotifera_XX||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3230f09a27308bf1513243ae3e8e80e5	Rotifera_XX	Rotifera_X	Rotifera	Rotifera_XX				family	Domain = 'Eukaryota'
411	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:357c5363702ad7334d18d998dbbd0b69	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:357c5363702ad7334d18d998dbbd0b69	66	DNA sequence reads	By data provider: Stramenopiles|Opalozoa|MAST-12|MAST-12C|MAST-12C_X|MAST-12C_XX|||; By ASV portal: TSAR|Stramenopiles|Opalozoa|Opalozoa_X|MAST-12|MAST-12C|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:357c5363702ad7334d18d998dbbd0b69	MAST-12C	Opalozoa_X	Opalozoa	MAST-12	MAST-12C			genus	Domain = 'Eukaryota'
462	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:374f364c4dabe5de71e06bcf7d641d31	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:374f364c4dabe5de71e06bcf7d641d31	10	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Eurytemora|||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Eurytemora|affinis||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:374f364c4dabe5de71e06bcf7d641d31	Eurytemora affinis	Crustacea	Arthropoda	Maxillopoda	Eurytemora	affinis		species	Domain = 'Eukaryota'
505	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:3ef97133b95d653b59ff6709f642f781	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:3ef97133b95d653b59ff6709f642f781	17	DNA sequence reads	By data provider: Opisthokonta||||||||; By ASV portal: Obazoa|Opisthokonta|||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.67	ASV:3ef97133b95d653b59ff6709f642f781	Opisthokonta							phylum	Domain = 'Eukaryota'
487	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:3f607c4f77b41f6e2b3cb632a5b60ae5	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:3f607c4f77b41f6e2b3cb632a5b60ae5	10	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|Pedinellales_X_sp.||; By ASV portal: TSAR|Stramenopiles|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3f607c4f77b41f6e2b3cb632a5b60ae5	Pedinellales_X	Dictyochophyceae_X	Dictyochophyceae	Pedinellales	Pedinellales_X			genus	Domain = 'Eukaryota'
523	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:40136272255eb1880d0c5b3cf23c5e81	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:40136272255eb1880d0c5b3cf23c5e81	14	DNA sequence reads	By data provider: Opisthokonta||||||||; By ASV portal: Obazoa|Opisthokonta|||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.62	ASV:40136272255eb1880d0c5b3cf23c5e81	Opisthokonta							phylum	Domain = 'Eukaryota'
476	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:407515cd0855462a6a010b56e3f66394	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:407515cd0855462a6a010b56e3f66394	29	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Rotifera|Rotifera_X|Rotifera_XX||||; By ASV portal: Obazoa|Opisthokonta|Rotifera|Rotifera_X|Rotifera_XX||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:407515cd0855462a6a010b56e3f66394	Rotifera_XX	Rotifera_X	Rotifera	Rotifera_XX				family	Domain = 'Eukaryota'
415	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:4293c6d2fc9a9451f3b455cffabd2982	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:4293c6d2fc9a9451f3b455cffabd2982	59	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytrida|Thraustochytriaceae|Thraustochytriaceae_LAB18|||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytriaceae|Thraustochytriaceae_LAB18|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4293c6d2fc9a9451f3b455cffabd2982	Thraustochytriaceae_LAB18	Labyrinthulomycetes	Sagenista	Thraustochytriaceae	Thraustochytriaceae_LAB18			genus	Domain = 'Eukaryota'
329	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:43c39fde0842cb6d331f4672fb24af15	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:43c39fde0842cb6d331f4672fb24af15	33519	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Eurytemora|||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Eurytemora|affinis||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:43c39fde0842cb6d331f4672fb24af15	Eurytemora affinis	Crustacea	Arthropoda	Maxillopoda	Eurytemora	affinis		species	Domain = 'Eukaryota'
474	Potential duplicate record	KTH-2013-Baltic-18S:18S_10:466a050ff404918636f554afefe8d48d	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_10:466a050ff404918636f554afefe8d48d	9	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Eurytemora|||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Eurytemora|affinis||	https://www.ebi.ac.uk/ena/browser/view/ERR1202046	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724543	KTH-2013-Baltic-18S:18S_10	2013-07-15T07:44	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	54503	DNA sequence reads	Bothnian Bay	3	3	65.229	23.774	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:466a050ff404918636f554afefe8d48d	Eurytemora affinis	Crustacea	Arthropoda	Maxillopoda	Eurytemora	affinis		species	Domain = 'Eukaryota'
